Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,7,5,2,5,8,6,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,2,1,0,0,0,1,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,57,40,52,60,50,52,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,4,0,6,3,2,5,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,36,21,14,18,23,26,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,1,0,0,0,0,0,,,,,,
9,Ciudad de México,9010,Álvaro Obregón,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,37,54,47,63,49,34,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,8,2,5,6,5,3,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,2,1,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,2,2,0,2,4,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,3,2,2,1,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,5,3,7,6,15,2,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,5,3,4,8,0,5,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,9,6,10,7,13,12,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,2,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,11,9,13,7,13,10,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,7,4,6,5,4,4,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,0,1,1,2,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,4,4,7,5,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,5,10,11,2,9,2,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,9,16,12,5,11,8,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,2,1,4,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,1,5,4,4,3,1,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,1,2,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,1,1,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a casa habitación,Con violencia,1,3,4,3,0,3,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a casa habitación,Sin violencia,20,16,12,13,12,18,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,8,15,16,4,5,8,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,21,21,21,19,23,17,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,3,7,2,2,8,1,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,3,5,2,3,4,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de autopartes,Sin violencia,11,12,7,13,11,17,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a transportista,Con violencia,2,0,1,0,1,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,24,44,39,35,29,34,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,5,6,2,6,6,3,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,3,2,2,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,2,0,1,0,1,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,4,13,19,12,14,12,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,4,7,5,4,4,2,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo en transporte individual,Con violencia,6,4,5,4,6,3,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a negocio,Con violencia,31,22,11,12,5,17,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo a negocio,Sin violencia,16,8,6,9,14,5,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Otros robos,Con violencia,3,0,8,0,8,3,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Robo,Otros robos,Sin violencia,32,32,36,33,38,40,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Fraude,Fraude,Fraude,11,13,22,16,14,16,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,8,7,9,1,5,8,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Extorsión,Extorsión,Extorsión,2,2,0,2,1,1,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,12,24,19,23,29,20,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Despojo,Despojo,Despojo,5,6,14,16,17,17,,,,,,
9,Ciudad de México,9011,Tláhuac,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,9,12,14,12,18,9,,,,,,
9,Ciudad de México,9011,Tláhuac,La familia,Violencia familiar,Violencia familiar,Violencia familiar,49,79,78,79,91,85,,,,,,
9,Ciudad de México,9011,Tláhuac,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,0,1,1,0,1,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,1,2,0,1,1,,,,,,
9,Ciudad de México,9011,Tláhuac,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,1,2,1,3,3,1,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,12,2,9,5,5,13,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,26,23,29,36,32,24,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,2,1,2,4,1,11,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,1,0,0,1,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,4,5,3,5,4,12,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,5,5,7,2,3,8,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,9,4,5,6,9,9,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9011,Tláhuac,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,3,12,15,21,14,8,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,4,6,10,5,9,12,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,0,3,1,0,5,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,2,0,1,2,2,4,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,2,0,1,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,4,5,9,4,3,4,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,17,4,11,10,16,6,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,2,12,6,7,0,6,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,12,19,21,19,31,20,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,14,12,18,15,17,18,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,5,5,9,5,6,5,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,1,0,1,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,0,2,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,4,1,9,0,6,6,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,1,2,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9012,Tlalpan,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,9,7,12,2,11,12,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,14,25,29,13,20,15,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,2,6,3,4,3,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,4,4,6,6,2,7,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,1,1,1,1,2,1,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,0,1,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a casa habitación,Con violencia,3,7,1,9,4,9,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a casa habitación,Sin violencia,51,60,49,51,37,30,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,41,28,21,24,34,24,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,46,43,46,43,39,41,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,3,2,3,5,10,4,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,4,5,5,7,2,5,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de autopartes,Sin violencia,42,43,32,37,40,54,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a transportista,Con violencia,1,0,3,0,1,1,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,66,42,32,37,25,28,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,10,13,16,6,4,3,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,1,0,2,0,1,2,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,3,0,1,1,1,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,2,0,1,1,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,9,11,8,4,7,9,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,10,7,1,5,3,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo en transporte individual,Con violencia,12,13,20,28,14,19,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a negocio,Con violencia,36,12,15,5,9,20,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo a negocio,Sin violencia,85,138,147,97,76,73,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,1,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Otros robos,Con violencia,6,0,3,0,5,3,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Robo,Otros robos,Sin violencia,148,107,118,133,155,161,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Fraude,Fraude,Fraude,82,64,69,48,72,62,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,20,14,20,16,21,18,,,,,,
9,Ciudad de México,9012,Tlalpan,El patrimonio,Extorsión,Extorsión,Extorsión,5,12,2,3,7,3,,,,,,
